population_total,housing_units_total,occupied_total,owner_occupied,renter_occupied,hh_total_for_veh,hh_0_veh,hh_1_veh,hh_2_veh,hh_3plus_veh,workers_total,gt_30min_commute,mode_total,drive_alone,carpool,public_transport,walked,bicycle,worked_from_home
,,314578,,,314578,,,,,318422,,389602,,,,,,
